0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,classes
0.25,0.5,0.75,0.25,0.5,0.75,0.25,0.5,0.75,0.25,0.5,0.75,1.0177702359535172,0.5891460717118332,0.4166965581392965,44.03440533009396,161.41633462162943,223.52694557703336,0.25,0.625,1.5,1.875,2.25,0.25,0.625,1.0,1.375,1.75,0.25,0.75,1.5,2.25,2.625,0.25,0.625,1.375,1.75,2.125,0.25,0.625,1.625,2.25,2.625,0.25,0.625,1.0,1.25,1.625,distracted
0.5,0.625,1.0,0.5,0.625,1.0,0.5,0.625,1.0,0.5,0.625,1.0,1.0815757264584138,0.3260946021974845,0.32845691582648234,23.907742359700073,172.8570647368581,156.45850498420913,0.375,0.75,1.375,1.875,3.0,0.25,0.75,1.25,2.0,2.375,0.25,0.625,1.5,2.25,2.875,0.5,1.125,2.375,2.875,3.875,0.25,0.75,1.375,2.0,3.125,0.625,2.25,3.375,4.25,4.625,distracted
0.5,0.375,0.75,0.5,0.375,0.75,0.5,0.375,0.75,0.5,0.375,0.75,0.6330356949702685,0.36908761430607867,0.4920172136577521,87.01691840814189,161.12976863224267,123.32587813255302,0.375,0.75,1.0,1.5,2.0,0.375,0.75,1.375,1.75,2.25,0.25,0.625,1.125,1.5,1.875,0.375,0.875,1.375,1.875,2.25,0.375,0.875,1.125,1.625,2.0,0.25,0.625,1.125,1.625,2.0,distracted
0.5,0.625,0.875,0.5,0.625,0.875,0.5,0.625,0.875,0.5,0.625,0.875,2.8658812064685018,1.727970473172078,1.5013530816241385,246.78576987014006,421.101174034622,562.8061697977056,0.25,1.0,1.5,1.875,2.375,0.125,0.5,0.75,1.25,1.5,0.25,0.625,1.25,1.5,1.875,0.125,0.375,1.125,1.5,1.875,0.25,0.625,1.0,1.25,1.5,0.125,0.5,0.75,1.0,1.375,distracted
0.625,0.5,0.375,0.625,0.5,0.375,0.625,0.375,0.5,0.625,0.5,0.375,1.4591244009737703,0.2827801851033021,0.3154363212903466,123.06634826614453,313.9843853244683,71.11578255244628,0.375,0.875,1.375,1.875,2.75,0.25,0.75,1.25,1.75,2.125,0.875,1.75,2.375,2.875,4.0,0.625,1.25,2.25,2.875,3.5,0.375,1.0,2.375,2.75,3.375,0.625,1.0,1.5,2.0,2.5,distracted
0.375,0.875,0.5,0.375,0.875,0.5,0.375,0.875,0.5,0.375,0.875,0.5,2.7578103394417366,0.7259872952106473,0.46242510076265203,45.603499550921086,60.07516455165,73.17710165195295,0.375,1.875,2.25,3.625,4.375,0.5,1.75,3.0,4.125,4.875,0.375,1.75,2.75,4.375,5.0,1.25,1.75,3.125,4.625,5.625,0.625,2.375,4.625,5.25,6.375,0.5,2.25,3.75,4.625,5.625,attentive
0.625,0.5,1.0,0.625,0.5,1.0,0.625,0.5,1.0,0.625,0.5,1.0,1.6058906626932685,0.4575621285508348,0.47454279847334685,96.06059722384923,64.60246798475391,179.4545745489145,0.25,0.75,1.125,2.0,2.375,0.25,0.75,1.25,2.25,3.0,0.5,1.0,1.5,2.125,2.5,0.25,0.625,1.25,2.0,2.375,0.25,0.875,1.625,2.5,3.25,0.75,1.25,1.875,2.625,3.0,distracted
0.375,0.75,0.625,0.375,0.75,0.625,0.375,0.75,0.625,0.375,0.75,0.625,0.6290162303349537,0.514829794790019,0.4072718625628454,61.581180210702726,69.8580979901345,78.76205122563836,0.5,1.125,1.75,2.25,2.875,0.5,1.125,1.625,2.25,3.25,0.375,1.0,1.875,2.5,3.5,0.5,1.125,2.125,2.75,3.375,0.5,1.0,1.625,2.25,2.75,0.5,1.625,2.375,3.0,3.875,distracted
0.375,0.5,1.0,0.375,0.5,1.0,0.375,0.5,1.0,0.375,0.5,1.0,0.3563349335348249,0.22641367958149877,0.2034297129376146,35.2395592275193,43.87245930343608,28.645869283829576,0.375,1.125,2.125,3.0,3.625,0.5,2.0,2.625,3.625,5.5,1.125,2.125,3.0,3.875,5.25,0.875,1.75,2.625,3.5,5.125,1.0,2.0,3.5,4.625,6.375,0.5,1.25,2.125,3.5,4.5,attentive
0.375,0.75,0.625,0.375,0.75,0.625,0.375,0.75,0.625,0.375,0.75,0.625,0.4037821413046152,0.9035301384270671,0.19938071305665406,21.1052235733973,64.83575367533902,231.33125680511182,0.375,1.125,2.125,2.625,3.25,0.25,0.875,1.375,1.875,2.375,1.125,2.25,3.0,4.75,5.5,0.75,1.875,2.875,3.75,4.375,0.375,1.25,1.875,2.875,4.0,0.25,0.875,1.375,2.125,3.125,distracted
0.625,0.5,1.0,0.625,0.5,1.0,0.625,0.5,1.0,0.625,0.5,1.0,0.3663158481105883,0.2626703715119448,0.4231366248952777,28.963819662982264,79.00449868937932,46.69010764035364,0.5,1.625,2.125,3.125,4.125,0.625,1.25,1.75,2.375,2.875,1.0,1.625,2.125,2.625,3.0,0.5,1.25,1.75,2.5,3.0,0.5,1.625,2.375,3.0,3.375,0.625,1.125,1.75,2.875,3.875,distracted
0.375,0.75,0.875,0.375,0.75,0.875,0.375,0.75,0.875,0.375,0.75,0.875,0.24226531633802836,0.720657184930469,0.3975727068115271,75.4113974390823,113.29844483910728,172.34545345442885,0.5,1.5,2.625,3.375,4.125,0.625,2.0,2.5,3.375,4.625,0.5,1.125,1.875,3.0,4.125,0.625,2.0,2.5,3.375,4.875,0.375,1.125,1.75,2.75,3.5,0.625,1.375,2.0,2.625,3.375,attentive
0.625,0.875,1.125,0.625,0.875,1.125,0.625,0.875,1.125,0.625,0.875,1.125,2.577847550283512,2.063069612556831,0.8382058004684793,306.6691912008669,130.1124496926824,447.51823733641345,0.25,0.625,1.375,1.875,2.125,0.25,0.625,1.0,1.5,1.875,0.375,0.75,1.25,1.5,1.875,0.125,0.375,0.875,1.125,1.5,0.5,0.875,1.5,1.875,2.375,0.125,0.375,0.625,0.875,1.125,distracted
0.625,0.5,0.375,0.625,0.5,0.375,0.625,0.5,0.375,0.625,0.5,0.375,0.3071914613878907,0.27744577414284427,0.2571673251791713,51.4983346109543,85.85166918616072,205.40339174644137,0.375,1.25,1.75,2.375,3.0,0.5,1.125,1.875,2.625,3.625,0.5,1.125,2.125,3.25,4.25,0.375,1.0,1.5,2.375,2.875,0.75,1.25,1.875,2.75,3.375,0.5,1.0,2.0,2.5,3.125,distracted
