0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,classes
0.375,0.875,0.75,0.375,0.875,0.75,0.375,0.875,0.75,0.375,0.875,0.75,0.7244444537645457,1.111840653724403,0.9100917152269166,82.8536374852438,91.70000712970624,112.86394183058647,0.375,1.625,2.375,3.75,5.25,0.5,1.625,2.5,3.125,4.625,0.25,1.0,1.75,2.625,3.5,0.75,1.75,2.75,3.875,4.375,0.375,1.375,2.5,3.75,5.125,0.5,1.375,2.25,3.25,4.625,attentive
0.375,0.75,0.875,0.375,0.75,0.875,0.375,0.75,0.875,0.375,0.75,0.875,2.151112946019581,2.2991242251341677,1.0895375039247732,300.0702607603574,201.3561839231001,118.26270997397847,0.5,1.125,1.75,2.375,2.875,0.75,1.5,2.125,2.875,3.625,0.5,1.125,2.125,2.875,3.5,0.5,1.25,1.75,2.25,2.875,0.5,1.25,1.875,2.5,3.0,0.625,1.375,2.0,2.75,3.375,attentive
0.375,0.5,1.0,0.375,0.5,1.0,0.375,0.5,1.0,0.375,0.5,1.0,0.7655415954933505,0.32811911248679076,0.4618862305162933,18.174173727314283,51.27057666223593,154.58818335866442,0.75,2.5,3.375,4.625,6.0,0.375,1.875,2.75,4.125,5.0,1.0,2.0,2.75,3.75,4.625,0.25,2.25,5.125,7.125,7.875,1.125,2.375,3.5,4.375,5.375,0.625,2.125,3.0,3.875,5.0,attentive
0.375,0.5,0.625,0.375,0.5,0.625,0.375,0.5,0.625,0.375,0.5,0.625,0.17077304301593788,0.1228725264327221,0.10207425222749993,8.57221313206802,21.31395872212819,16.764624721578304,1.375,4.25,6.625,8.25,13.0,0.875,2.625,5.125,6.5,8.0,1.875,4.75,6.375,7.625,9.125,1.125,2.625,3.875,5.0,6.375,1.25,3.75,5.125,6.25,7.5,1.0,2.375,3.875,6.125,7.375,attentive
0.375,0.5,1.0,0.375,0.5,1.0,0.375,0.5,1.0,0.375,0.5,1.0,0.14101242199286187,0.20845245295420026,0.09120428076372439,33.79844478731009,46.45262568201539,18.743030694008592,1.0,3.25,4.375,5.5,6.5,0.75,1.5,2.375,3.25,4.125,0.875,1.75,3.875,5.0,6.875,0.5,1.5,2.25,3.125,3.625,0.75,1.5,2.5,3.5,4.625,1.375,2.25,2.875,3.625,4.5,attentive
0.5,0.375,0.75,0.5,0.375,0.75,0.5,0.375,0.75,0.5,0.375,0.75,2.5674308612470016,3.7319796267950642,4.5373627179017,731.2535994947789,1459.510947664746,1275.98306435469,0.125,0.625,0.875,1.125,1.375,0.5,1.25,1.625,2.0,2.75,0.25,0.875,1.25,1.75,2.0,0.5,0.75,1.375,1.625,2.0,0.25,0.875,1.125,1.5,1.75,0.125,0.75,1.0,1.625,1.875,distracted
0.375,0.5,1.0,0.375,0.5,1.0,0.375,0.5,1.0,0.375,0.5,1.0,3.0531997711003886,0.8357181536558933,1.4372660574263862,180.97161151908634,336.32088777249584,42.23998543751144,0.5,1.875,2.75,4.0,4.625,0.375,1.0,1.875,2.75,3.5,0.5,1.875,2.875,3.875,5.625,0.375,1.125,2.0,2.625,3.375,0.5,1.5,2.25,3.125,4.0,0.625,1.625,3.0,3.875,4.625,attentive
0.375,0.5,1.125,0.375,0.5,1.125,0.375,0.5,1.125,0.375,0.5,1.125,0.8205187295639386,0.23013665124455074,0.4695790429332608,52.80652484104391,248.90261935451994,53.11226649264113,0.5,1.375,2.25,3.125,4.125,0.5,1.375,2.375,3.375,4.625,0.625,1.375,2.375,3.25,4.25,0.5,1.375,2.25,3.125,3.75,0.5,1.5,2.375,3.25,4.125,0.5,1.875,2.875,3.75,4.625,attentive
0.375,0.5,0.625,0.375,0.5,0.625,0.375,0.5,0.625,0.375,0.5,0.625,0.36340294078652696,0.17996221510232382,0.15386092308820165,63.51521835994837,162.14755162599613,57.51801963057668,1.0,2.625,5.25,6.625,8.0,2.125,4.875,7.5,9.125,10.625,1.625,4.75,6.625,10.5,14.375,1.25,3.0,4.125,7.125,8.625,0.75,2.375,5.25,7.75,9.625,1.375,2.75,4.5,7.125,9.125,attentive
0.375,0.5,1.0,0.375,0.5,1.0,0.375,0.5,1.0,0.375,0.5,1.0,0.48910282365760777,0.7792640694360858,0.5628104615474039,100.83077840272331,105.78164731623957,26.404957436967997,0.75,1.625,2.375,3.125,3.75,0.375,1.125,1.875,2.625,3.375,0.5,1.375,2.125,3.125,4.125,0.5,1.375,2.375,3.75,4.75,0.5,2.25,4.125,6.0,6.875,1.25,2.625,5.75,7.0,8.25,attentive
