0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,classes
0.375,0.75,0.875,0.375,0.75,0.875,0.375,0.75,0.875,0.375,0.75,0.875,0.5148706002692418,0.5030228113218607,0.1261338063421069,47.70829934509491,31.913785355842045,144.40357716920616,0.5,1.25,2.375,2.875,3.5,0.5,1.25,2.75,4.0,4.875,0.375,1.375,2.0,2.625,3.25,0.875,1.375,2.875,3.625,4.125,0.5,1.25,2.0,3.0,4.125,0.25,0.875,1.5,2.25,2.875,attentive
0.375,0.75,0.875,0.375,0.75,0.875,0.375,0.75,0.875,0.375,0.75,0.875,0.1058263041682012,0.8876470051830464,0.1409352037951121,56.8491930635634,41.882027773613125,93.06973809465785,0.5,1.25,2.375,2.875,3.625,0.375,1.25,2.0,2.75,3.625,0.375,1.125,1.875,2.75,3.5,0.375,1.625,2.875,4.0,4.875,0.75,1.625,3.125,4.125,5.0,0.375,1.125,2.25,2.875,3.75,attentive
0.375,0.75,0.875,0.375,0.75,0.875,0.375,0.75,0.875,0.375,0.75,0.875,0.6615536902584666,0.7354052342550818,0.27370117740809524,13.353443555163658,22.601190337689413,142.3260868503707,0.75,1.875,2.625,3.375,4.125,0.25,1.0,1.625,2.25,3.25,0.75,1.5,2.125,3.125,4.0,0.875,2.25,3.125,4.125,5.5,0.625,1.75,2.375,3.0,4.25,0.5,1.25,2.25,3.25,4.125,attentive
0.375,0.5,1.0,0.375,0.5,1.0,0.375,0.5,1.0,0.375,0.5,1.0,0.4542312406181436,0.29562588873401313,0.20798014808427906,15.04245509804621,5.017822535699928,40.71470081117921,1.0,3.125,4.375,5.5,6.375,0.25,1.25,2.25,3.0,4.0,0.375,1.375,2.375,3.25,4.5,1.25,3.0,4.0,4.875,5.75,1.0,2.25,3.0,4.25,5.0,0.5,1.5,3.0,4.25,5.25,attentive
0.375,0.75,0.875,0.375,0.75,0.875,0.375,0.75,0.875,0.375,0.75,0.875,0.20848968098628723,0.39085622308078577,0.2850262614762743,31.798031164029915,33.14269691528479,87.69749340369937,0.5,1.25,2.5,3.25,4.0,0.5,1.75,2.5,3.125,4.125,0.375,1.375,2.625,3.875,4.625,0.75,1.875,2.625,3.125,4.25,0.375,1.25,2.25,3.125,3.75,0.25,0.75,1.5,1.875,2.5,attentive
0.5,0.375,0.75,0.5,0.375,0.75,0.5,0.375,0.75,0.5,0.375,0.75,0.8912042606774206,0.6559124866582707,0.5575610540150089,71.69066533314987,73.79482508456793,95.43976593508525,0.25,0.5,1.125,1.75,2.125,0.25,0.75,1.25,1.625,2.125,0.5,1.0,1.75,2.5,3.0,0.375,0.75,1.25,1.75,2.25,0.875,1.25,2.0,2.75,3.125,0.375,0.875,1.75,2.25,2.625,distracted
0.375,0.75,0.875,0.375,0.75,0.875,0.375,0.75,0.875,0.375,0.75,0.875,0.3581521041699192,0.21782692776682946,0.1885542991770418,33.75783899803777,9.196736345163618,62.497028746826125,0.375,1.125,1.75,2.5,3.25,0.75,1.375,2.625,3.25,3.875,0.625,1.5,3.0,3.75,4.375,0.875,2.0,3.25,3.875,5.0,0.5,1.625,2.25,2.875,4.5,0.25,1.375,2.125,3.25,4.0,attentive
0.625,0.375,0.75,0.625,0.375,0.75,0.625,0.375,0.75,0.625,0.375,0.75,0.16286184557041447,0.19683256339947236,0.2374501040067807,47.216908383881574,53.77913653118683,88.69722595104231,0.375,1.375,2.25,2.875,3.375,0.375,1.375,2.125,2.75,3.375,0.5,1.0,1.625,2.5,3.125,0.25,0.75,1.375,2.375,3.0,0.375,1.375,2.375,3.75,4.375,0.375,0.75,1.375,2.0,2.625,distracted
0.5,0.375,0.75,0.5,0.375,0.75,0.5,0.375,0.75,0.5,0.375,0.75,0.770857297913547,0.9606421818741236,0.7104641630697129,52.57739303395741,183.35136828957906,136.31209261771116,0.125,0.5,0.875,1.25,1.75,0.25,0.625,1.25,1.5,2.5,0.25,0.75,1.5,1.875,2.25,0.25,0.625,1.5,2.875,3.5,0.25,0.75,1.125,1.75,2.0,0.375,0.75,1.375,1.75,2.125,distracted
0.375,0.5,1.0,0.375,0.5,1.0,0.375,0.5,1.0,0.375,0.5,1.0,0.537163980864152,0.4101655277863148,0.15960284411833095,84.61138006615344,145.00060404893233,116.02628996619839,0.75,1.625,3.25,4.125,5.0,0.625,1.625,3.25,4.125,5.125,0.5,1.375,2.25,3.125,3.875,0.5,1.375,2.25,3.25,4.625,0.5,1.375,2.0,2.875,3.625,0.625,1.75,3.125,4.125,4.875,attentive
0.375,0.5,0.625,0.375,0.5,0.625,0.375,0.5,0.625,0.375,0.5,0.625,0.18497516054784202,0.15577199138149514,0.11165109172127387,22.68132789359046,31.793314811526397,21.0910854655837,1.0,2.375,6.0,8.125,9.5,1.25,3.625,5.0,6.625,8.125,1.375,2.875,4.375,6.125,7.75,1.0,2.75,4.625,6.125,7.625,0.875,3.0,6.0,7.75,9.375,1.625,4.375,5.875,6.875,8.25,distracted
0.625,0.5,1.0,0.625,0.5,1.0,0.625,0.5,1.0,0.625,0.5,1.0,0.7224730409000352,0.5857856417340304,0.21779224151223828,17.388635618652398,41.98533989242292,153.90332457964485,0.375,1.125,1.75,2.75,3.25,0.375,1.125,2.0,3.0,3.75,0.375,1.125,2.0,2.875,3.625,0.375,1.375,2.25,3.0,3.875,0.25,0.875,1.25,1.875,2.5,0.25,0.625,1.625,2.625,3.25,distracted
0.375,0.5,0.625,0.375,0.5,0.625,0.375,0.5,0.625,0.375,0.5,0.625,0.4073991914237528,0.3664929500452418,0.1719639993153676,22.086064357803192,10.774771475634298,38.08298115335251,0.625,1.75,2.75,3.75,6.375,0.5,1.375,3.125,4.125,5.875,0.625,1.875,3.0,4.375,5.625,1.25,2.625,4.0,5.0,6.5,1.0,3.25,5.75,7.0,8.125,1.375,3.0,4.25,5.625,6.5,attentive
0.375,0.5,1.0,0.375,0.5,1.0,0.375,0.5,1.0,0.375,0.5,1.0,0.2491831431116251,0.16088059519696446,0.15461289258953964,24.460010257261487,9.184613643375647,50.93304913552209,0.75,1.625,2.375,3.25,5.0,0.5,1.375,2.375,3.75,4.625,0.625,1.625,2.75,3.75,5.125,0.75,1.625,2.5,3.5,4.5,0.625,1.625,2.875,4.75,5.5,0.5,1.5,2.375,3.375,5.0,attentive
0.375,0.5,0.625,0.375,0.5,0.625,0.375,0.5,0.625,0.375,0.5,0.625,0.5493294267638119,0.31341391116324796,0.29892435374766657,71.6852931408152,130.52360455756067,30.66209695574147,0.625,1.875,2.875,4.125,4.875,0.5,1.625,3.0,5.625,7.25,1.125,3.375,4.875,6.125,7.375,0.75,1.625,3.0,4.0,5.125,0.625,1.75,3.0,4.0,5.125,0.75,1.625,3.125,5.25,7.125,attentive
0.375,0.5,0.625,0.375,0.5,0.625,0.375,0.5,0.625,0.375,0.5,0.625,0.23700445347733512,0.07475977455904742,0.06946614906612446,79.55819518672871,135.0062593238011,157.19840576485612,0.625,1.75,2.625,3.5,4.375,0.875,3.5,4.125,5.125,5.875,0.5,1.5,2.625,3.5,4.25,0.875,1.875,3.25,4.25,5.25,0.5,1.5,2.375,3.125,4.125,0.75,1.875,2.875,3.75,4.625,attentive
0.5,0.625,1.0,0.5,0.625,1.0,0.5,0.625,1.0,0.5,0.625,1.0,0.7087110649345932,0.33828619734339854,0.14698675122892665,50.91855241190648,95.80554199056492,144.7495336738549,0.25,0.625,1.125,1.625,2.25,0.25,1.0,1.875,2.875,3.625,0.25,0.625,1.125,2.25,3.375,0.5,1.125,2.125,3.0,3.5,0.5,1.125,1.75,2.5,3.375,0.25,0.75,1.25,1.75,2.375,distracted
0.375,0.75,0.625,0.375,0.75,0.875,0.375,0.75,0.875,0.375,0.75,0.625,0.5611906939668131,0.14746260831868074,0.236231516287529,26.5503990508482,32.59746518512296,44.460361124313856,0.375,1.0,1.625,2.25,3.375,0.375,1.0,1.625,2.75,3.375,0.375,1.125,1.875,2.75,4.25,0.375,1.5,2.25,2.875,3.875,0.375,1.0,2.125,2.875,3.75,0.75,1.375,2.0,3.125,4.0,attentive
0.375,0.75,0.875,0.375,0.75,0.875,0.375,0.75,0.875,0.375,0.75,0.875,0.8349969876974532,0.3884989325014015,0.3729126702893932,69.3134627808006,15.816425099645475,65.67243203162987,0.5,1.875,2.5,3.5,4.75,0.375,1.0,1.625,2.75,3.375,0.375,1.125,1.875,2.625,3.25,0.375,1.375,2.25,2.75,3.625,0.625,1.5,3.125,4.25,5.25,0.625,1.375,2.75,3.5,4.625,attentive
0.375,0.75,0.875,0.375,0.75,0.875,0.375,0.75,0.875,0.375,0.75,0.875,0.4286634760364584,0.1969997656126956,0.22177016581524808,37.25853555942031,72.39869077414217,72.73623693400057,0.25,1.0,2.125,2.875,4.125,0.375,1.625,3.125,3.875,4.375,1.0,2.0,3.0,4.375,5.5,0.375,1.5,2.875,4.0,5.0,0.5,1.125,2.375,3.125,3.875,0.5,1.5,3.0,4.375,4.875,attentive
0.375,0.5,1.0,0.375,0.5,1.0,0.375,0.5,1.0,0.375,0.5,1.0,0.37254459885240215,0.17870049718403797,0.08081666530758862,20.045149711326285,7.952465208509819,65.48454836535991,0.5,1.375,2.125,3.125,4.125,1.5,2.5,3.25,4.25,5.875,0.5,1.25,2.125,3.0,4.5,1.5,2.5,3.25,4.25,5.75,0.5,1.375,2.875,4.0,5.25,0.5,1.5,2.375,3.25,4.25,attentive
0.375,0.5,0.625,0.375,0.5,0.625,0.375,0.5,0.625,0.375,0.5,0.625,0.4532732636599214,0.31807434705016957,0.17457714889202713,6.650948485324051,23.400825813439184,25.106221382380372,0.625,1.875,2.75,4.0,5.125,0.75,2.0,3.125,5.125,6.125,0.375,1.625,4.5,5.875,7.5,0.75,2.75,3.875,5.0,6.125,1.125,2.625,4.25,5.75,6.5,1.5,3.0,4.875,6.0,7.25,attentive
