0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,classes
1.0514822385555485,0.5810121178055556,0.4605343064444435,1.1439450530555584,1.0360868811666712,0.5393276193888894,0.44523203402777906,0.8020055037222208,1.0171764741666771,0.8153952167777747,0.7892864686666655,1.0146424498888873,0.6622157140555529,0.5690629352777768,0.4228993078333346,0.6893342941388884,0.20420387791944478,0.014575282797222129,0.01185082052861112,0.15633030278888882,0.125,0.25,0.375,0.5,1.0,1.125,0.875,0.625,1.75,1.25,0.125,0.25,0.375,0.5,1.0,1.125,0.875,0.625,1.75,1.25,0.125,0.25,0.375,0.5,1.0,1.125,0.875,0.625,1.75,1.25,0.125,0.25,0.375,0.5,1.0,1.125,0.875,0.625,1.75,1.25,attentive
1.1768958999999948,0.19351371503086354,0.3965125974691361,0.9027877682098768,1.080411700000008,0.4210378169753078,0.3745447321913572,0.6467071324074045,1.001105900000005,0.8443744457098745,0.5693458754320994,0.6756586615432146,0.6681825999999964,0.36653727972222233,0.45188773913580044,0.6149375307407443,0.29566984999999957,-0.1969237107407402,-0.14866217490740782,0.03197308303086431,0.125,0.25,0.375,0.5,0.625,1.125,1.25,1.0,1.375,2.0,0.125,0.25,0.375,0.5,0.625,1.125,1.25,1.0,1.375,2.0,0.125,0.25,0.375,0.5,0.625,1.125,1.25,1.0,1.375,2.0,0.125,0.25,0.375,0.5,0.625,1.125,1.25,1.0,1.375,2.0,attentive
1.1856276371841141,0.42555018519855553,0.3692073633213006,0.892853099999997,1.0353435179061394,0.5548525273646223,0.3684978071841154,0.6483490999999983,1.1147179382671466,0.7430254571119148,0.6678904853429597,0.6729530000000044,0.7108952532851975,0.17153486523465672,0.28008192317689523,0.6155481000000022,0.25527484487364765,-0.1767540624548741,-0.09682062512635352,0.029746460000000096,0.125,0.25,0.375,0.5,0.625,1.375,0.75,1.25,1.5,1.125,0.125,0.25,0.375,0.5,0.625,0.75,1.375,1.25,1.5,1.125,0.125,0.25,0.375,0.5,0.625,0.75,1.375,1.25,1.5,1.125,0.125,0.25,0.375,0.5,0.625,1.375,0.75,1.25,1.5,1.125,attentive
1.1975111000000067,0.7337234962790714,0.17524977358139568,0.895609219999997,1.0398265000000022,0.6066949950697685,0.461682371534882,0.6705356404186047,1.1287447999999984,0.6952262423720931,0.6658394457674431,0.6767862361395371,0.6832622999999981,0.3545869081395346,0.35821576251162707,0.5539008417674418,0.1990034100000005,-0.03875160406511639,-0.15251105079069788,-0.018212234325581337,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1.75,1.625,1.875,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1.75,1.625,1.875,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1.75,1.625,1.875,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1.75,1.625,1.875,attentive
0.8679378859000011,0.6536993039999998,0.4325587057333335,1.032655614266665,0.8917948691333348,0.5951630326666664,0.5204609154666692,0.9051258716000041,0.8555437797999971,0.756836002500004,0.6324199870000035,0.8934346499666649,0.5706026579000028,0.4749176518666653,0.296165853866666,0.4318817948333342,-0.028178814749999954,-0.058828397746666816,-0.244105769,-0.02067230750666663,0.125,0.25,0.375,0.5,0.625,1.25,1.125,1.375,1.0,0.75,0.125,0.25,0.375,0.5,0.625,1.25,1.125,1.375,1.0,0.75,0.125,0.25,0.375,0.5,0.625,1.25,1.125,1.375,1.0,0.75,0.125,0.25,0.375,0.5,0.625,1.25,1.125,1.375,1.0,0.75,attentive
1.0123227687500003,0.7036992299999979,0.5855596371666659,1.1129807512499954,0.7391318112777795,0.4099375218333326,0.5005291118055546,0.8673379440277783,0.806243481444442,0.8175880600555593,0.6622259471944452,0.9662107265000003,0.5241372473055594,0.3311097961388895,0.40094151549999946,0.5087405450277793,0.01502934249444443,-0.024567750989444352,-0.15225169337222288,0.1670406138611109,0.125,0.25,0.375,0.5,1.0,1.125,0.875,0.625,1.75,1.875,0.125,0.25,0.375,0.5,1.0,1.125,0.875,0.625,1.75,1.25,0.125,0.25,0.375,0.5,1.0,1.125,0.875,0.625,1.75,1.25,0.125,0.25,0.375,0.5,1.0,1.125,0.875,0.625,1.75,1.875,attentive
0.8286082880059499,0.8205333382738063,0.9146866397619051,0.8906423597321466,0.7682278372023786,0.43623669386904773,0.5910165188392847,0.7991584641666681,0.8268713920833293,0.47816974017857417,0.6365829562500007,0.8807847199404794,0.6536581369047623,0.24625503741071308,0.5274842096428585,0.5577946318452376,0.06715701263988093,-0.014323136494047642,0.19880163809523868,0.05419407466071412,0.125,0.25,0.375,0.5,1.125,0.625,1.0,1.25,1.875,0.875,0.125,0.25,0.375,0.5,0.625,1.125,1.0,1.25,1.875,0.875,0.125,0.25,0.375,0.5,1.125,0.625,1.0,1.25,1.875,0.875,0.125,0.25,0.375,0.5,1.125,0.625,1.0,1.25,1.875,0.875,distracted
0.7691076723697892,1.1558527713541682,0.4583384793750007,1.0402584852083299,0.8548375873177064,0.6245976909635423,0.2732671633854165,0.9801226207812505,1.1599701096354231,0.5548508558854183,0.6657851602864583,1.122081073697924,0.7144292273437486,0.4065157638020835,0.2910999806510423,0.6143803820833327,0.18673752927083279,-0.031728100213385436,0.02937636467786456,0.11929258157812495,0.125,0.25,0.375,0.5,1.0,0.875,1.125,1.625,1.75,0.75,0.125,0.25,0.375,0.5,1.0,0.875,1.125,1.625,1.75,0.75,0.125,0.25,0.375,0.5,1.0,0.875,1.125,1.625,1.75,0.75,0.125,0.25,0.375,0.5,1.0,0.875,1.125,1.625,1.75,0.75,attentive
0.8111524341666649,0.9146043020192286,0.316250290512822,0.7694340365705111,0.9231079228205143,0.7377869004166664,0.18421738849359007,0.7887288233974349,0.9712822510897433,0.7275342953846162,0.5889118139743578,0.9895038804487221,0.531144558012819,0.3365785526602561,0.3484112977884604,0.43980624387820383,0.11155846691025684,-0.024781298673269194,-0.042771112377371794,-0.06194084405128194,0.125,0.25,0.375,0.5,0.625,1.125,1.25,1.0,1.375,2.0,0.125,0.25,0.375,0.5,0.625,1.125,1.25,1.0,1.375,2.0,0.125,0.25,0.375,0.5,0.625,1.125,1.25,1.0,1.375,2.0,0.125,0.25,0.375,0.5,0.625,1.125,1.25,1.0,1.375,2.0,attentive
0.7021300432333384,0.6636193371666655,0.49901367896666604,0.7127885956333306,1.0088415524666632,0.6638524342333314,0.5002110717666668,0.7969147620000021,0.596720889266665,0.8991561286666676,0.675064816800001,0.5734274441666672,0.42931288779999893,0.3375059462666666,0.4245535141666675,0.2901608980000009,0.11968765440000008,-0.11583819950000035,-0.1101253203933336,-0.2198035595866675,0.125,0.25,0.375,0.5,0.625,1.25,1.125,1.375,1.0,2.125,0.125,0.25,0.375,0.5,0.625,1.25,1.125,1.375,1.0,0.75,0.125,0.25,0.375,0.5,0.625,1.25,1.125,1.375,1.0,0.75,0.125,0.25,0.375,0.5,0.625,1.25,1.125,1.375,1.0,2.125,attentive
